"id","condition","sender","sender_id","counter_learning_veggie","counter_learning_fruit","response","button1","button2","response_action","feedback_fruit","feedback_veggie","button_not_chosen","button_chosen","drawn_fruit","drawn_veggie"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_0",1,NA,"button1","tomato.svg","carrot.svg","keypress(s,S)",NA,TRUE,"carrot.svg","tomato.svg",NA,"tomato.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_1",2,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_2",3,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_3",4,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_4",5,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_5",6,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_6",7,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_7",8,NA,"button2","broccoli.svg","raddish.svg","keypress(l,L)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_8",9,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_9",10,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_10",11,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,FALSE,"raddish.svg","broccoli.svg",NA,"raddish.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_11",12,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_12",13,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_13",14,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"p58h0d54fp","B","Sequence_risky_choice_EFGH","7_1_0_0_5_14",15,NA,"button1","tomato.svg","carrot.svg","keypress(s,S)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
